"Cue","AFSS","BOI","Concrete","SUBTLEX","AoA","Length","n.unique","n.unique.affordance","total.affordance"
"thesaurus",21,5.363636364,4.79,1.3222,9.26,9,26,21,45
"thigh",36,5.76,4.9,2.2833,6.42,5,31,24,64
"thimble",21,5.347826087,5,1.1761,8.05,7,26,22,46
"thong",36,6.47826087,4.93,2.0334,12.41,5,32,23,53
"thorn",25,4.925925926,5,2.4166,5.97,5,26,22,43
"thread",31,4.76,4.83,2.4216,7.06,6,28,24,61
"throat",45,5.347826087,4.97,3.2643,5.09,6,37,36,110
"throne",16,5.217391304,4.64,2.6454,7.28,6,28,20,43
"thumb",49,6.357142857,4.96,2.781,4.42,5,32,31,92
"thumbnail",38,4.88,4.5,0.9031,8.56,9,26,22,48
"thumbscrew",36,5.173913043,4.32,0.6021,12.12,10,28,22,57
"thumbtack",22,5.956521739,4.96,1,7.17,9,25,24,50
"thyme",32,4.958333333,4.96,1.0414,12.42,5,26,23,48
"ticket",43,5.333333333,4.7,3.3664,5.32,6,33,26,63
"tickler",22,4.76,3.76,1.0792,6.61,7,25,20,31
"tie",35,6.260869565,4.81,3.3555,4.74,3,34,25,71
"tightrope",39,4.590909091,4.78,1.3979,7.67,9,36,32,101
"tights",36,5.956521739,4.62,2.1335,7.22,6,34,29,78
"tile",35,4.76,4.68,2.0374,6.8,4,30,24,53
"tiller",53,4.541666667,4.26,1.3222,11.28,6,37,26,69
"timber",34,4.695652174,4.9,2.1072,6.47,6,30,20,61
"timepiece",33,5.375,4.36,1.1761,9.33,9,25,25,47
"tin",30,4.727272727,4.87,2.6454,6.79,3,34,24,57
"tinderbox",29,4.958333333,4.79,0.4771,12.2,9,24,23,39
"tinfoil",35,5.458333333,4.96,1.3979,7.84,7,36,32,88
"tinplate",34,4.869565217,4,0.7782,10.88,8,34,32,62
"tinsel",13,4.777777778,4.82,1.3979,6.61,6,26,23,36
"tire",30,5.291666667,5,2.8007,6.16,4,24,22,60
"tissue",18,5.72,4.93,2.7388,4.76,6,25,24,59
"toast",33,6.2,4.93,3.2325,4.67,5,27,23,53
"toaster",25,6.04,4.9,2.2989,6.72,7,25,23,60
"toastmaster",23,4.652173913,3.88,0.6021,NA,11,26,22,35
"tobacco",26,5.666666667,4.88,2.5527,7.39,7,38,35,78
"toboggan",33,5.68,4.76,0.699,10.12,8,33,31,68
"toddler",59,5.875,4.29,1.6128,6.11,7,35,27,109
"toe",42,5.954545455,4.93,2.8116,3,3,28,26,77
"toffee",39,5.608695652,4.89,1.3617,6.22,6,40,37,97
"tofu",35,5.555555556,4.86,2.1399,11.89,4,33,25,70
"toga",40,4.52173913,4.73,1.6812,11.12,4,26,24,75
"toilet",30,6.368918919,4.97,3.1688,3.54,6,35,30,77
"toiletry",26,5.222222222,4.52,0.6021,10.16,8,27,23,58
"token",42,5.2,4.3,2.3139,7.58,5,29,25,72
"tomahawk",30,4.958333333,4.83,1.3617,8.29,8,26,23,60
"tomato",40,6.125,5,2.48,4.61,6,26,23,74
"tomb",46,4.739130435,4.73,2.4594,11.05,4,39,33,77
"tombstone",46,5.043478261,4.71,2.0414,7.95,9,33,29,63
"tongs",39,5.826086957,5,1.6128,7.78,5,55,51,110
"tongue",47,5.928571429,4.93,3.2014,4.47,6,38,38,138
"tonic",35,5.086956522,4.1,2.2923,12.63,5,36,30,77
"tool",28,6.304347826,4.6,2.7396,5.37,4,25,20,52
"tooth",53,6.037037037,4.89,2.8407,3.61,5,37,34,121
"toothbrush",24,6.72,5,2.4082,4.33,10,28,24,74
"toothpaste",25,5.76,4.97,2.2068,3.33,10,27,25,58
"toothpick",26,6.375,4.93,1.7243,6.83,9,25,21,46
"topsoil",31,4.92,4.85,1.0414,9.61,7,29,24,54
"torch",26,4.851851852,4.76,2.4065,7.84,5,27,21,47
"torchlight",32,4.64,4.28,0.699,8.53,10,31,28,65
"torso",38,5.64,4.83,1.9777,9.33,5,26,21,48
"tortilla",47,6.037037037,4.89,1.2304,8.28,8,36,30,115
"tortoise",50,4.541666667,4.87,1.7634,5.88,8,36,30,86
"tote",34,4.28,4.38,1.7482,10.74,4,38,34,79
"toupee",24,6.217391304,4.65,1.8129,9.63,6,27,21,41
"tourist",42,5,4.59,2.3766,8.76,7,25,25,64
"tourniquet",23,4.956521739,4.5,1.7076,12.72,10,27,25,36
"towel",31,6.04,4.86,2.8591,3.22,5,24,24,69
"tower",45,4.307692308,4.76,3.0667,6.33,5,36,30,83
"townsfolk",68,4.583333333,3.82,1.3222,9.11,9,59,41,101
"toy",32,6.08,4.93,2.9345,3,3,27,24,70
"track",32,4.916666667,4.31,3.4539,6.94,5,27,26,81
"tracksuit",40,5.653846154,4.73,0.699,10.5,9,33,31,89
"tractor",32,5.590909091,5,2.281,5.5,7,27,24,61
"tradesman",29,4.84,4.07,0.8451,11.44,9,25,22,50
"trailer",38,5.296296296,4.79,2.7634,6.37,7,27,24,70
"train",39,5.333333333,4.79,3.6857,4,5,35,34,92
"trainee",31,4.72,3.89,1.8388,11.79,7,26,24,51
"trainer",46,5.357142857,4.31,2.4548,10,7,27,24,68
"trampoline",30,5.88,5,1.5441,6.79,10,26,25,72
"tranquilizer",48,4.56,4.55,1.9685,11.58,12,60,56,102
"trap",38,4.695652174,4.3,3.0853,6.44,4,27,24,56
"trapeze",21,4.958333333,4.55,1.8451,9.28,7,27,23,48
"trash",22,5.136363636,4.7,3.0596,4.47,5,27,23,47
"trashcan",37,5.76,4.86,1.301,4.5,8,26,22,59
"traveler",72,4.714285714,4.07,2.1903,6.89,8,68,63,161
"tray",34,5.166666667,4.74,2.6138,6.05,4,32,28,70
"treadmill",24,6,4.93,1.6335,11.15,9,30,30,71
"treasure",45,4.666666667,4.32,2.9881,6.06,8,39,33,120
"treat",31,4.791666667,3.79,3.4228,4.61,5,25,22,74
"tree",57,5.84,5,3.5206,3.57,4,38,33,119
"trench",32,4.285714286,4.46,2.1987,10.21,6,30,24,67
"triceps",30,5.52,4.46,1.1461,11.33,7,29,25,59
"tricycle",34,6.173913043,4.68,1.4472,4.05,8,36,33,69
"trigger",31,5.16,4.31,2.9355,8.33,7,37,28,54
"trinket",36,4.791666667,4.48,1.5682,9.39,7,29,24,64
"tripod",28,5,4.72,1.6721,9.26,6,25,23,52
"trolley",25,5.416666667,4.73,1.8633,8.47,7,29,28,65
"trombone",45,5.75,4.9,1.8195,7.83,8,38,34,98
"trophy",36,4.916666667,4.89,2.5866,5.55,6,25,20,65
"trousers",33,6.185185185,4.93,2.4216,7.89,8,34,31,80
"trout",32,4.76,4.72,2.3139,8.56,5,25,24,91
"truck",67,6.041666667,4.84,3.5702,3.79,5,55,55,184
"trumpet",35,6.291666667,4.86,2.3243,6.28,7,34,29,88
"trunk",30,5.217391304,4.71,3.0048,8.3,5,25,22,55
"tub",39,6.086956522,4.64,2.8116,3.95,3,37,36,109
"tuba",44,5.130434783,4.86,1.7924,7,4,32,28,84
"tube",56,4.916666667,4.82,2.9238,5.5,4,30,28,70
"tubing",26,4.625,4.38,1.5563,10.79,6,25,20,33
"tugboat",36,4.555555556,4.78,1.3802,6.17,7,33,31,69
"tulip",34,5.217391304,5,1.6128,7.15,5,27,22,60
"tumbler",29,5.136363636,4.08,1.2788,10.45,7,26,22,51
"tummy",45,5.125,4.68,2.2504,3.72,5,39,34,92
"tuna",37,4.916666667,4.89,2.6117,5.73,4,29,26,87
"tunic",36,4.76,3.75,1.4624,11.42,5,26,24,63
"turban",31,5.148148148,4.76,1.8261,10.24,6,31,24,52
"turf",36,4.36,4.1,2.3404,10.95,4,26,22,44
"turkey",43,4.833333333,4.89,3.0622,3.95,6,25,20,67
"turnip",37,6.12,4.79,1.9494,7,6,29,28,104
"turntable",29,5.347826087,4.57,1.2788,10.39,9,29,23,51
"turtle",24,4.821428571,5,2.9395,4.17,6,25,22,47
"turtleneck",28,5.375,4.7,1.6335,6.79,10,29,26,69
"tutor",24,4.608695652,4.28,2.3729,8.65,5,24,23,56
"tutu",28,5.413793103,4.68,1.5563,7,4,26,22,49
"tuxedo",41,5.259259259,4.86,2.2014,8.26,6,35,32,89
"tweezer",26,5.272727273,4.89,0.4771,9.89,7,26,23,64
"twig",47,5.28,4.75,1.8451,6.28,4,37,34,95
"twine",47,5.5,4.03,1.4771,9.38,5,35,34,92
"typewriter",22,5.592592593,4.88,2.2095,6.74,10,26,22,50
"ukulele",37,5.782608696,4.62,1.4771,10.76,7,25,24,82
"umbrella",39,6.4,5,2.5832,5.68,8,29,25,72
"uncle",37,5.392857143,4.24,3.8013,4.47,5,30,21,50
"underclothes",39,6,4.66,0.7782,7.67,12,53,49,127
"undercoat",20,4.772727273,4.5,0.301,12.84,9,25,23,35
"undershirt",49,5.954545455,5,1.2041,5.56,10,34,33,90
"underwear",65,6.52173913,4.96,3.0438,3.94,9,88,74,218
"uniform",31,5.666666667,4.67,3.1028,5.6,7,25,21,60
"upholstery",42,5.461538462,4.65,1.7782,12.65,10,34,26,62
"urinal",23,5.666666667,4.6,1.6021,8.47,6,32,25,43
"urn",24,4.791666667,4.61,2,9.89,3,25,21,44
"vaccine",25,4.321428571,4.69,1.9956,8.16,7,24,22,44
"vacuum",25,5.291666667,4.22,2.4698,6.74,6,25,25,55
"vagina",41,6.041666667,4.82,2.4133,8.89,6,59,50,105
"valet",24,4.625,4.26,2.4216,13.67,5,31,29,50
"valve",27,4.869565217,4.83,2.3945,10.78,5,26,21,55
"van",43,6.28,4.72,3.4219,5.2,3,38,34,94
"vanilla",25,4.518518519,4.68,2.3096,4.8,7,29,26,61
"vase",36,5.36,5,2.2945,7.89,4,39,31,88
"vaseline",44,5.608695652,4.9,1.6232,NA,8,26,24,59
"veal",33,4.5,4.75,2.2601,11.17,4,26,20,57
"vegetable",46,6.391304348,4.89,2.4654,4.17,9,32,31,124
"vegetation",30,4.925925926,4.45,1.6232,10.58,10,25,21,56
"vehicle",41,6.173913043,4.64,3.0622,6.58,7,26,25,75
"veil",18,5.727272727,4.45,2.1818,9.69,4,26,20,40
"vein",35,4.44,4.63,2.2648,8.53,4,34,25,59
"velvet",26,4.916666667,4.44,2.5065,7.61,6,33,21,48
"vendor",36,5,4.5,1.8195,10.17,6,38,32,74
"ventilator",31,4.72,4.04,1.8129,11.44,10,26,22,44
"vermicelli",26,5.571428571,4.52,0.7782,14.77,10,25,22,59
"vermouth",28,4.318181818,4.16,1.7076,17.06,8,27,21,51
"vessel",36,4.925925926,4.66,2.6794,9.94,6,29,22,58
"vest",37,6,4.52,2.4548,5.83,4,33,28,77
"veterinarian",40,5.074074074,4.46,1.8129,8.94,12,25,20,46
"vibrator",26,6.464285714,4.64,1.7853,13.39,8,25,23,44
"videotape",27,5.44,4.92,2.4232,9.37,9,26,25,69
"viewfinder",32,4.916666667,4.44,0.699,9.83,10,38,30,60
"village",40,4.44,4.89,3.2338,7.84,7,38,29,71
"villager",39,4.666666667,4.24,1.0414,8.26,8,25,21,45
"vinaigrette",25,5.363636364,4.52,1.1761,12.17,11,31,27,56
"vine",35,5,4.86,2.0334,6.95,4,33,27,58
"vinegar",30,5.291666667,4.89,1.9395,7.11,7,31,28,82
"vinyl",38,4.6,4.54,1.8062,10.68,5,31,25,60
"viola",21,4.458333333,4.54,2.1818,NA,5,26,21,49
"violin",26,6.043478261,4.96,2.3856,7.45,6,28,23,59
"violinist",25,4.47826087,4.84,1.5315,9.17,9,28,22,44
"virgin",27,4.448275862,3.31,2.9832,10.63,6,34,23,41
"visor",28,5.041666667,4.66,1.4914,7.83,5,29,21,53
"vitamins",60,5.12,4.5,2.2601,6.22,8,72,58,159
"vocalist",37,4.269230769,4.2,1.1761,10.63,8,24,22,70
"vodka",41,5.56,4.97,2.7126,11.11,5,38,38,103
"volleyball",38,6.52,4.93,1.7709,7.05,10,26,23,93
"vomit",29,4.666666667,4.75,2.4362,5.68,5,25,23,39
"voter",28,4.75,3.93,1.6232,7.89,5,24,23,38
"vulva",18,5.16,4.5,0.8451,13.11,5,26,22,32
"wafer",40,5.909090909,4.56,1.2041,6.89,5,38,31,97
"waffle",30,6.173913043,4.71,2.0374,5.32,6,28,22,69
"wagon",26,5.375,4.89,2.9576,5.22,5,36,31,65
"waist",27,4.888888889,4.72,2.42,6.42,5,26,22,44
"waistband",20,5.833333333,4.79,1.0414,9.5,9,29,22,38
"waistcoat",35,6.44,4.63,1.2788,11.88,9,31,27,71
"waiter",39,4.48,4.67,2.8287,8.28,6,37,36,82
"waitress",32,4.826086957,4.56,2.7701,7.22,8,26,24,63
"walker",44,5.181818182,4.42,2.9079,NA,6,36,35,100
"wall",39,4.68,4.86,3.557,3.79,4,29,23,74
"wallboard",34,4.64,4.5,0.301,9.29,9,26,24,57
"wallet",34,6.136363636,4.81,3.066,5.89,6,35,31,106
"wallpaper",34,4.875,4.62,2.2355,6.55,9,36,32,86
"walnut",37,5.791666667,4.97,2.0043,6.16,6,27,27,103
"walrus",30,4.875,5,1.7634,5.06,6,26,22,57
"wand",38,5.08,4.73,2.1987,6.39,4,34,30,66
"warden",45,4.434782609,4.27,2.7589,11,6,35,26,57
"wart",21,4.56,4.89,1.8062,7.25,4,27,21,40
"washbasin",30,5.833333333,4.74,0.301,8.5,9,25,25,66
"washboard",14,5.208333333,4.86,0.9031,8.65,9,26,24,41
"washbowl",26,5.692307692,4.76,0.301,7.32,8,35,34,89
"washcloth",22,6.192307692,4.93,1.301,4.17,9,34,33,90
"washer",28,5.518518519,4.7,2.0212,6.32,6,37,33,74
"washerwoman",22,4.55,3.92,0.8451,8.39,11,26,25,49
"washroom",27,5.037037037,4.76,1.9395,6,8,27,24,64
"washstand",21,4.652173913,4.85,0.4771,10.71,9,31,28,56
"waste",30,4.318181818,3.24,3.4341,6.5,5,30,27,66
"wastebasket",31,6.217391304,4.63,1.5185,5.68,11,26,21,53
"watch",44,5.269230769,4.61,4.2261,4.33,5,38,33,76
"watchband",38,5.923076923,5,0.9031,7.24,9,24,22,61
"watchdog",36,4.333333333,4.29,1.7324,9.39,8,30,28,79
"watchmaker",20,4.56,4.36,0.9031,8.41,10,37,29,50
"water",41,6.192307692,5,4.0599,2.37,5,25,25,102
"watercress",24,4.782608696,4.31,0.699,13.12,10,27,22,63
"watermelon",40,5.869565217,4.89,2.0531,4.22,10,37,36,117
"wax",30,5.291666667,4.97,2.6646,6,3,25,22,41
"waxwork",36,4.3,3.96,0.4771,11.89,7,24,22,45
"weapon",82,5.52173913,4.76,3.3766,6.95,6,62,58,194
"weatherman",29,4.285714286,4.73,2.0334,7.11,10,24,22,49
"web",56,4.375,4.37,2.673,5.37,3,34,28,81
"weed",32,5.28,4.9,2.7789,6.79,4,24,23,53
"wench",33,4.956521739,3.86,1.9494,10.72,5,27,20,46
"wheat",32,4.88,4.89,2.4683,6.53,5,26,21,63
"wheel",34,5.458333333,4.86,3.1402,4.4,5,27,23,59
"wheelbarrow",34,5.5,4.79,1.5051,6.78,11,29,27,66
"wheelchair",30,6.132791328,4.93,2.5011,6.89,10,27,26,59
"wheelhouse",29,4.434782609,4.56,1.0414,12.57,10,25,21,41
"whip",32,5,4.68,2.8274,7,4,31,25,57
"whirlpool",27,4.565217391,4.64,1.5051,8.95,9,25,21,42
"whisk",35,6,4.33,1.4771,8.72,5,29,27,58
"whiskers",52,4.625,4.89,2.0414,5.11,8,59,48,91
"whiskey",56,6.08,4.74,2.9154,9.38,7,60,54,143
"whistle",23,4.47826087,4.42,2.8971,5.42,7,30,28,56
"wife",40,6.357142857,4.13,4.2503,5.67,4,25,24,72
"wig",37,5.913043478,4.72,2.6304,5.63,3,26,22,55
"wigmaker",26,4.36,4.11,0.301,10.11,8,25,19,36
"wildcat",36,4.583333333,4.79,1.8573,7.44,7,30,20,50
"wildlife",50,4.44,4.26,1.9956,6.22,8,28,24,79
"winch",27,5.045454545,4.4,1.8451,12.22,5,25,22,49
"windbreaker",24,5.307692308,4.12,1.2304,6.79,11,26,23,56
"window",36,5.68,4.86,3.6422,4.74,6,24,22,82
"windowpane",35,5.416666667,4.86,1.1461,8.58,10,25,22,52
"windowsill",28,5.391304348,4.7,1.5315,5.17,10,31,30,63
"windshield",29,5.708333333,4.86,2.2253,7.85,10,28,21,50
"windsock",30,4.391304348,4.39,0.301,12,8,25,21,42
"wine",33,5.791666667,4.79,3.4884,7.9,4,32,32,84
"wineglass",28,6.416666667,4.93,0.699,8.78,9,28,27,67
"wing",34,4.48,4.86,3.0141,4.79,4,33,31,79
"wingman",23,4.391304348,3.61,1.7634,12.76,7,29,22,39
"wiper",20,5.125,4.56,1.4771,8.37,5,26,22,48
"wiring",38,4.428571429,4.64,2.0755,9.21,6,33,20,54
"wishbone",34,5.458333333,4.68,1.415,7.16,8,26,25,67
"wolfhound",43,4.346153846,4.8,0.301,11.71,9,28,21,65
"woman",58,5.333333333,4.46,4.3457,4.95,5,36,28,98
"wood",39,5.590909091,4.85,3.1392,4.58,4,25,24,79
"woodblock",51,5.4,4.59,0.301,8.56,9,34,31,81
"woodcarver",25,4.625,4.59,0.4771,8.86,10,25,20,41
"woodcraft",35,4.296296296,4.15,0.301,8.95,9,31,24,45
"woodcutter",22,4.44,4.54,1.1139,7.89,10,27,23,44
"woodpecker",29,4.833333333,4.93,1.7076,6.5,10,29,22,48
"woodpile",24,5,5,1.0792,6.85,8,26,20,44
"woods",21,4.409090909,4.87,3.1711,4.93,5,30,25,59
"woodshed",24,5.25,4.68,1.3617,7.72,8,33,30,63
"woodwind",33,4.96,4.43,1.2041,9.37,8,28,20,60
"woodwork",39,5.12,4.45,1.6435,10.42,8,33,29,84
"wool",42,5.392857143,4.86,2.2095,8.06,4,32,26,76
"workbench",41,6.208333333,4.62,1.0414,6.78,9,26,26,79
"workbook",46,5.703703704,4.57,0.8451,6.65,8,36,32,100
"worker",52,5.086956522,4.59,2.7474,6.67,6,32,29,79
"workroom",29,4.703703704,4.66,1.0792,9.74,8,26,23,59
"worksheet",32,4.64,4.66,0.7782,8,9,26,23,52
"workshop",36,4.4,4.54,2.1584,7.78,8,25,20,58
"worm",48,4.681818182,4.9,2.7135,3.89,4,36,35,103
"wound",66,4.583333333,4.24,3.1316,7.52,5,61,56,133
"wrapper",45,5.791666667,4.39,1.9345,6.11,7,31,28,73
"wreath",23,5.461538462,4.93,1.7404,7.06,6,26,26,54
"wrench",28,6.181818182,4.93,2.3075,7.84,6,25,23,46
"wrestler",32,4.96,4.42,1.9638,7.48,8,26,21,50
"wrist",38,6.291666667,4.93,2.7226,5.94,5,26,25,70
"wristband",31,5.583333333,4.79,1,8,9,26,23,59
"wristlet",25,5.428571429,4.38,0.301,12.88,8,29,26,59
"wristwatch",34,6.5,4.85,1.7782,7.32,10,25,24,60
"xylophone",28,5.821428571,4.75,1,7.11,9,28,25,56
"yacht",50,4.88,4.97,2.6232,10.06,5,32,32,109
"yachtsman",21,4.291666667,4.35,0.6021,11.06,9,25,19,31
"yam",20,5.259259259,4.93,1.6435,8.34,3,34,32,83
"yardstick",22,5.956521739,4.69,1.2553,6.8,9,31,26,49
"yarn",31,6.115384615,4.93,1.9138,6.61,4,29,27,68
"yearbook",42,5.56,4.58,2.3838,10.39,8,36,33,92
"yoga",34,4.44,4.53,2.3579,13.17,4,39,37,76
"yogurt",25,6.347826087,4.9,2.0682,3.72,6,26,24,60
"yolk",18,4.875,4.78,1.3424,5.89,4,25,20,53
"you",63,5.52,4.11,6.3293,4.35,3,24,22,95
"yourself",48,5.583333333,4.39,4.3454,4.95,8,26,22,74
"zipper",20,6.08,4.83,2.1614,5,6,26,20,43
"zucchini",42,5.923076923,4.87,1.699,6.79,8,31,24,88
